# Hand review verdicts and readings — see review_ledger.py. Sorted by (lang, wav).
# `text` is CONTEXT so the diff is reviewable; --import verifies it and never writes it.
lang	wav	sentence_id	status	comment	read_text	read_text_src	text
bn_in	14500001276604254134.wav	720	examined_clean	run 42: read and found correct — no defect			ডোমিনিকান প্রজাতন্ত্র স্পেনিয়ঃ রিপাব্লিকা ডোমিনিকানা হল একটি ক্যারিবিয়ান দেশ যা হাইপানিওলা দ্বীপের পূর্ব অর্ধেকে পরিব্যাপ্ত যা হাইতির সাথে শরিকানা আছে
bn_in	1508139142772605243.wav	1360	examined_clean	run 42: read and found correct — no defect			দ্বীপপুঞ্জের বাইরে গেলে ফকল্যান্ডস এর মুদ্রা বিনিময় করা প্রায় অসম্ভব তাই দ্বীপ ছেড়ে যাওয়ার আগেই মুদ্রা পরিবর্তন করে নিন
bn_in	15708810053385962723.wav	1021	examined_clean	run 42: read and found correct — no defect			"ব্লগিং "ছাত্রদের তাদের চারপাশের পৃথিবীর ব্যাপারে আরো জ্ঞানী হতে বাধ্য করে।" দর্শকদের আগ্রহ মেটানোর জন্য ছাত্রদের আরো চতুর এবং কৌতূহলোদ্দীপক হওয়ার বিষয়কে প্রভাবিত করে টোটো ২০০৪।
bn_in	15885490400093101923.wav	1005	examined_clean	run 42: read and found correct — no defect			বর্তমানে প্রায়ই অর্থনীতি চিকিৎসা প্রকৌশল এবং সামরিক ক্ষেত্রে এআই সিস্টেমটি ব্যবহৃত হয় তাছাড়া বেশিরভাগ হোম কম্পিউটার এবং ভিডিও গেম সফ্টওয়্যার অ্যাপ্লিকেশনগুলিতে এটি অন্তনির্মিত হয়েছে
bn_in	1663274688718659244.wav	532	examined_clean	run 42: read and found correct — no defect			একটি নিয়মিত রাউন্ডের খেলা আঠারোটি গর্ততে হয়ে থাকে সাধারনত খেলোয়াড়েরা কোর্সে প্রথম গর্ত থেকে শুরু করে আঠারোতম গর্ততে শেষ করে
bn_in	18254503167775631544.wav	787	examined_clean	run 42: read and found correct — no defect			বিশ্বে 5000 এরও বেশি ভাষা আছে সেই সঙ্গে 50 মিলিয়ন বা আরও বেশি ভাষাভাষী আছে এমন ভাষা 20 এরও বেশি
bn_in	18427623571308580779.wav	839	examined_clean	run 42: read and found correct — no defect			নাগরিক পরিকল্পনা সিভিল ইঞ্জিনিয়ারিং সাজানোর শিল্প অন্দরসজ্জা ল্যান্ডস্কেপ ডিজাইন ইত্যাদির সঙ্গে প্রায়শই স্থাপত্য মিলেমিশে যায়
bn_in	2686365067794444117.wav	1059	examined_clean	run 42: read and found correct — no defect			লিঙ্গ বর্ণিত হয়নি x বা কোনও পছন্দসই নাম এবং লিঙ্গের সাথে মেলেমিলিয়ে নথিগুলি আপডেট কড়া হয়েছে এমন ক্ষেত্রে পাসপোর্ট ইস্যু করার বিষয়ে সরকারের সদিচ্ছা পরিবর্তিত হয়।
bn_in	3082005328498060696.wav	878	examined_clean	run 42: read and found correct — no defect			সংক্রামক ব্যাধি সেগুলিই যা ভাইরাস ব্যাকটিরিয়াম ছত্রাক বা পরগাছার মতো প্যাথোজেন থেকে সৃষ্ট
bn_in	3112302311805363022.wav	787	examined_clean	run 42: read and found correct — no defect			বিশ্বে 5000 এরও বেশি ভাষা আছে সেই সঙ্গে 50 মিলিয়ন বা আরও বেশি ভাষাভাষী আছে এমন ভাষা 20 এরও বেশি
bn_in	5252807583307301050.wav	828	examined_clean	run 42: read and found correct — no defect			যাঁরা আরাম সময় এবং ভবিষ্যদ্বাণীকে ত্যাগ করে ব্য়য় শূন্যের কাছাকাছি রাখতে পারবে তা ন্যূনতম বাজেটে ভ্রমণ করতে পারবেন
bn_in	5302925413594213490.wav	1360	examined_clean	run 42: read and found correct — no defect			দ্বীপপুঞ্জের বাইরে গেলে ফকল্যান্ডস এর মুদ্রা বিনিময় করা প্রায় অসম্ভব তাই দ্বীপ ছেড়ে যাওয়ার আগেই মুদ্রা পরিবর্তন করে নিন
bn_in	5901759160106676769.wav	878	examined_clean	run 42: read and found correct — no defect			সংক্রামক ব্যাধি সেগুলিই যা ভাইরাস ব্যাকটিরিয়াম ছত্রাক বা পরগাছার মতো প্যাথোজেন থেকে সৃষ্ট
bn_in	6508059715691155864.wav	1175	examined_clean	run 42: read and found correct — no defect			ইতালির জাতীয় ফুটবল দল জার্মান জাতীয় ফুটবল দলের সাথে যৌথভাবে বিশ্বের দ্বিতীয় সর্বাধিক সফল দল এবং এটি 2006 সালে ফিফা বিশ্বকাপ চ্যাম্পিয়ন হয়েছিল
bn_in	7289903407837509261.wav	195	examined_clean	run 42: read and found correct — no defect			2009 সালে হাঙ্গেরিয়ান গ্র্যান্ড প্রিক্সে দুর্ঘটনার পরে একজন ব্রাজিলিয়ান মাথায় গুরুতর আঘাত পেয়েছিলেন
bn_in	790026300318519066.wav	720	examined_clean	run 42: read and found correct — no defect			ডোমিনিকান প্রজাতন্ত্র স্পেনিয়ঃ রিপাব্লিকা ডোমিনিকানা হল একটি ক্যারিবিয়ান দেশ যা হাইপানিওলা দ্বীপের পূর্ব অর্ধেকে পরিব্যাপ্ত যা হাইতির সাথে শরিকানা আছে
bn_in	8504039372618087300.wav	839	examined_clean	run 42: read and found correct — no defect			নাগরিক পরিকল্পনা সিভিল ইঞ্জিনিয়ারিং সাজানোর শিল্প অন্দরসজ্জা ল্যান্ডস্কেপ ডিজাইন ইত্যাদির সঙ্গে প্রায়শই স্থাপত্য মিলেমিশে যায়
bn_in	8941728507811085165.wav	195	examined_clean	run 42: read and found correct — no defect			2009 সালে হাঙ্গেরিয়ান গ্র্যান্ড প্রিক্সে দুর্ঘটনার পরে একজন ব্রাজিলিয়ান মাথায় গুরুতর আঘাত পেয়েছিলেন
bn_in	9056116496361152619.wav	69	examined_clean	run 42: read and found correct — no defect			লকউড গার্ডেনের ভাড়াটিয়ারা বিশ্বাস করেন যে আরও 40 টি বা তার বেশি পরিবার উচ্ছেদের সম্মুখীন হতে পারে কারণ তারা জানতে পেরেছে যে oha পুলিশ আবাসন কেলেঙ্কারীতে জড়িয়ে পড়া ওকল্যান্ডের অন্যান্য পাবলিক আবাসন সম্পত্তিও তদন্ত করছে
bn_in	9401368311235135183.wav	1021	examined_clean	run 42: read and found correct — no defect			"ব্লগিং "ছাত্রদের তাদের চারপাশের পৃথিবীর ব্যাপারে আরো জ্ঞানী হতে বাধ্য করে।" দর্শকদের আগ্রহ মেটানোর জন্য ছাত্রদের আরো চতুর এবং কৌতূহলোদ্দীপক হওয়ার বিষয়কে প্রভাবিত করে টোটো ২০০৪।
bn_in	9665444862121251756.wav	837	examined_clean	run 42: read and found correct — no defect			স্থাপত্যশিল্প সাধারণত বিল্ডিংগুলির নকশা এবং নির্মাণের সাথে জড়িত কোনও জায়গার স্থাপত্য প্রায়শই তার নিজস্ব সত্তার জন্য পর্যটকদের আকর্ষণকরে থাকে
ca_es	9511233865099710165.wav	478	convention	b/v: ours b (Central Catalan betacism), reader v (Valencian). Notation, not error			alexandre com a rei es va oferir pagar per a reconstruir el temple però la seva oferta fou rebutjada més tard després de la mort d'alexandre el temple fou reconstruït l'any 323 ac
ceb_ph	10417030395815531866.wav	1421	reader_divergence	run 58: reader voiced the numeral in another language; the reading is recorded as a code-switch span in read_text and ipa re-derived from it	niadtong {en:sixteen eighty three} gikontrol sa pwersa sa dinastiyang qing {en:sixteen forty four}-{en:nineteen twelve} ang kasadpan ug amihanang baybayon nga mga lugar sa taiwan ug gideklara nga USA ka probinsya sa imperyo sa qing ang taiwan niadtong {en:eighteen eighty five}	hand	niadtong 1683 gikontrol sa pwersa sa dinastiyang qing 1644-1912 ang kasadpan ug amihanang baybayon nga mga lugar sa taiwan ug gideklara nga usa ka probinsya sa imperyo sa qing ang taiwan niadtong 1885
ceb_ph	11283808660532113799.wav	584	reader_divergence	run 58: reader voiced the numeral in another language; the reading is recorded as a code-switch span in read_text and ipa re-derived from it	kining dako kaayo nga mga bagyo adunay hangin nga moabot hangtod sa {en:four hundred eighty} km/h {en:one hundred thirty three} m/s; {en:three hundred} mph	hand	kining dako kaayo nga mga bagyo adunay hangin nga moabot hangtod sa 480 km/h 133 m/s; 300 mph
ceb_ph	11416672701597922361.wav	489	reader_divergence	run 58: reader voiced the numeral in another language; the reading is recorded as a code-switch span in read_text and ipa re-derived from it	natukod ang relihiyon sa ika-{es:quince} nga siglo ni guru nanak {es:mil cuatrocientos sesenta y nueve}–{es:mil quinientos treinta y nueve}. gisundan kini og siyam ka mga guru	hand	natukod ang relihiyon sa ika-15 nga siglo ni guru nanak 1469–1539. gisundan kini og siyam ka mga guru
ceb_ph	11469979780845887816.wav	1205	reader_divergence	run 19/54: reader voiced the numeral in en/es, not the host language. Measured 62-85% and DECLINED as a per-language register (a third of rows get worse) — see tools/corpus/numeral_register.mts. Not a phonemizer defect.			nagsugod ang programa alas 8:30 p.m. sa lokal nga oras 15.00 utc
ceb_ph	11680479627902551498.wav	430	reader_divergence	run 19/54: reader voiced the numeral in en/es, not the host language. Measured 62-85% and DECLINED as a per-language register (a third of rows get worse) — see tools/corpus/numeral_register.mts. Not a phonemizer defect.			ang lugar sa turkey apil ang mga lanaw naglangkob sa 783,562 kilometro kwadrado 300,948 sq mi diin 755,688 kilometro kwadrado anaa sa habagatang kasadpan sa asya ug 23,764 kilometro kwadrado 9,174 sq mi sa europa
ceb_ph	11778897794529254291.wav	29	reader_divergence	run 58: reader voiced the numeral in another language; the reading is recorded as a code-switch span in read_text and ipa re-derived from it	nigradwar siya sa college of arts & science sa university of virginia kaniadtong {es:mil novecientos cincuenta} ug USA siya ka hinungdanong mi-donar sa mao nga institusyon	hand	nigradwar siya sa college of arts & science sa university of virginia kaniadtong 1950 ug usa siya ka hinungdanong mi-donar sa mao nga institusyon
ceb_ph	13439204496021711014.wav	489	reader_divergence	run 58: reader voiced the numeral in another language; the reading is recorded as a code-switch span in read_text and ipa re-derived from it	natukod ang relihiyon sa ika-{en:fifteen} nga siglo ni guru nanak {en:fourteen sixty nine}–{en:fifteen thirty nine}. gisundan kini og siyam ka mga guru	hand	natukod ang relihiyon sa ika-15 nga siglo ni guru nanak 1469–1539. gisundan kini og siyam ka mga guru
ceb_ph	14339416093469002473.wav	584	reader_divergence	run 58: reader voiced the numeral in another language; the reading is recorded as a code-switch span in read_text and ipa re-derived from it	kining dako kaayo nga mga bagyo adunay hangin nga moabot hangtod sa {en:four hundred eighty} km/h {en:one hundred thirty three} m/s; {en:three hundred} mph	hand	kining dako kaayo nga mga bagyo adunay hangin nga moabot hangtod sa 480 km/h 133 m/s; 300 mph
ceb_ph	14517063057942014691.wav	1421	reader_divergence	run 58: reader voiced the numeral in another language; the reading is recorded as a code-switch span in read_text and ipa re-derived from it	niadtong {en:sixteen eighty three} gikontrol sa pwersa sa dinastiyang qing {en:sixteen forty four}-{en:nineteen twelve} ang kasadpan ug amihanang baybayon nga mga lugar sa taiwan ug gideklara nga USA ka probinsya sa imperyo sa qing ang taiwan niadtong {en:eighteen eighty five}	hand	niadtong 1683 gikontrol sa pwersa sa dinastiyang qing 1644-1912 ang kasadpan ug amihanang baybayon nga mga lugar sa taiwan ug gideklara nga usa ka probinsya sa imperyo sa qing ang taiwan niadtong 1885
ceb_ph	15654683974721888057.wav	329	reader_divergence	run 19/54: reader voiced the numeral in en/es, not the host language. Measured 62-85% and DECLINED as a per-language register (a third of rows get worse) — see tools/corpus/numeral_register.mts. Not a phonemizer defect.	miapil siya sa team kaniadtong {en:nineteen forty five} ug nagpabilin hangtod {en:nineteen fifty eight}	hand	miapil siya sa team kaniadtong 1945 ug nagpabilin hangtod 1958
ceb_ph	15934218211072923723.wav	330	reader_divergence	run 58: reader voiced the numeral in another language; the reading is recorded as a code-switch span in read_text and ipa re-derived from it	sa naa pa siya sa kuponon nakapuntos siya og {en:four hundred three} ka goal sa {en:four hundred sixty eight} nga pag-apil	hand	sa naa pa siya sa kuponon nakapuntos siya og 403 ka goal sa 468 nga pag-apil
ceb_ph	2543691533972002507.wav	330	reader_divergence	run 58: reader voiced the numeral in another language; the reading is recorded as a code-switch span in read_text and ipa re-derived from it	sa naa pa siya sa kuponon nakapuntos siya og {en:four hundred three} ka goal sa {en:four hundred sixty eight} nga pag-apil	hand	sa naa pa siya sa kuponon nakapuntos siya og 403 ka goal sa 468 nga pag-apil
ceb_ph	2885328707338659716.wav	46	reader_divergence	run 19/54: reader voiced the numeral in en/es, not the host language. Measured 62-85% and DECLINED as a per-language register (a third of rows get worse) — see tools/corpus/numeral_register.mts. Not a phonemizer defect.			niadtong septiyembre 24 1759 mipirma si arthur guinness sa 9,000 ka tuig nga abang alang sa st james' gate brewery sa dublin ireland
ceb_ph	2887141455778020347.wav	329	reader_divergence	run 19/54: reader voiced the numeral in en/es, not the host language. Measured 62-85% and DECLINED as a per-language register (a third of rows get worse) — see tools/corpus/numeral_register.mts. Not a phonemizer defect.	miapil siya sa team kaniadtong {en:nineteen forty five} ug nagpabilin hangtod {en:nineteen fifty eight}	hand	miapil siya sa team kaniadtong 1945 ug nagpabilin hangtod 1958
ceb_ph	3617897161235009414.wav	329	reader_divergence	run 58: reader voiced the numeral in another language; the reading is recorded as a code-switch span in read_text and ipa re-derived from it	miapil siya sa team kaniadtong {en:nineteen forty five} ug nagpabilin hangtod {en:nineteen fifty eight}	hand	miapil siya sa team kaniadtong 1945 ug nagpabilin hangtod 1958
ceb_ph	4743024975099981350.wav	29	reader_divergence	run 58: reader voiced the numeral in another language; the reading is recorded as a code-switch span in read_text and ipa re-derived from it	nigradwar siya sa college of arts & science sa university of virginia kaniadtong {en:nineteen fifty} ug USA siya ka hinungdanong mi-donar sa mao nga institusyon	hand	nigradwar siya sa college of arts & science sa university of virginia kaniadtong 1950 ug usa siya ka hinungdanong mi-donar sa mao nga institusyon
ceb_ph	5718839144417078718.wav	430	reader_divergence	run 19/54: reader voiced the numeral in en/es, not the host language. Measured 62-85% and DECLINED as a per-language register (a third of rows get worse) — see tools/corpus/numeral_register.mts. Not a phonemizer defect.			ang lugar sa turkey apil ang mga lanaw naglangkob sa 783,562 kilometro kwadrado 300,948 sq mi diin 755,688 kilometro kwadrado anaa sa habagatang kasadpan sa asya ug 23,764 kilometro kwadrado 9,174 sq mi sa europa
ceb_ph	6005231476548866417.wav	29	reader_divergence	run 58: reader voiced the numeral in another language; the reading is recorded as a code-switch span in read_text and ipa re-derived from it	nigradwar siya sa college of arts & science sa university of virginia kaniadtong {en:nineteen fifty} ug USA siya ka hinungdanong mi-donar sa mao nga institusyon	hand	nigradwar siya sa college of arts & science sa university of virginia kaniadtong 1950 ug usa siya ka hinungdanong mi-donar sa mao nga institusyon
ceb_ph	6379629628087922559.wav	1205	reader_divergence	run 19/54: reader voiced the numeral in en/es, not the host language. Measured 62-85% and DECLINED as a per-language register (a third of rows get worse) — see tools/corpus/numeral_register.mts. Not a phonemizer defect.			nagsugod ang programa alas 8:30 p.m. sa lokal nga oras 15.00 utc
ceb_ph	7018063369935017145.wav	46	reader_divergence	run 19/54: reader voiced the numeral in en/es, not the host language. Measured 62-85% and DECLINED as a per-language register (a third of rows get worse) — see tools/corpus/numeral_register.mts. Not a phonemizer defect.			niadtong septiyembre 24 1759 mipirma si arthur guinness sa 9,000 ka tuig nga abang alang sa st james' gate brewery sa dublin ireland
ceb_ph	8111789006348806154.wav	430	reader_divergence	run 19/54: reader voiced the numeral in en/es, not the host language. Measured 62-85% and DECLINED as a per-language register (a third of rows get worse) — see tools/corpus/numeral_register.mts. Not a phonemizer defect.			ang lugar sa turkey apil ang mga lanaw naglangkob sa 783,562 kilometro kwadrado 300,948 sq mi diin 755,688 kilometro kwadrado anaa sa habagatang kasadpan sa asya ug 23,764 kilometro kwadrado 9,174 sq mi sa europa
ceb_ph	9136002068098791254.wav	46	reader_divergence	run 19/54: reader voiced the numeral in en/es, not the host language. Measured 62-85% and DECLINED as a per-language register (a third of rows get worse) — see tools/corpus/numeral_register.mts. Not a phonemizer defect.			niadtong septiyembre 24 1759 mipirma si arthur guinness sa 9,000 ka tuig nga abang alang sa st james' gate brewery sa dublin ireland
en_us	10012216926115652402.wav	279	defect	u.s. read as the word 'us' (ʌs); reader said U-S letter names			former u.s. speaker of the house newt gingrich came in second with 32%
en_us	1462747183089516671.wav	28	defect	adjacent numbers merged across a space: 2008 400 -> 2008400. FIXED upstream (en space-grouping guards)			batten was ranked 190th on the 2008 400 richest americans list with an estimated fortune of $2.3 billion
en_us	4076865307804224696.wav	28	defect	adjacent numbers merged across a space: 2008 400 -> 2008400. FIXED upstream (en space-grouping guards)			batten was ranked 190th on the 2008 400 richest americans list with an estimated fortune of $2.3 billion
en_us	4930979922590178438.wav	1225	reader_divergence	transcript 'just not one'; reader said 'not just'. Run 31 class: script != speech			it is helpful to also wear a ring just not one that looks too expensive
en_us	6639072201023600192.wav	279	defect	u.s. read as the word 'us' (ʌs); reader said U-S letter names			former u.s. speaker of the house newt gingrich came in second with 32%
fil_ph	13180322531676464710.wav	955	reader_divergence	run 19/54: reader voiced the numeral in en/es, not the host language. Measured 62-85% and DECLINED as a per-language register (a third of rows get worse) — see tools/corpus/numeral_register.mts. Not a phonemizer defect.			lumilipad sa 39 na destinasyon ang turkish arilines sa 30 bansa ng aprika simula noong 2014
fil_ph	14374318312401334959.wav	375	reader_divergence	run 58: reader voiced the numeral in another language; the reading is recorded as a code-switch span in read_text and ipa re-derived from it	ang taong may timbang na {en:two hundred} pounds {en:ninety}kg sa earth ay magkakaroon ng timbang na {en:thirty six} pounds {en:sixteen}kg sa io. kaya naman ang grabidad mangyari pa ay hindi gaanong hihila sa iyo	hand	ang taong may timbang na 200 pounds 90kg sa earth ay magkakaroon ng timbang na 36 pounds 16kg sa io. kaya naman ang grabidad mangyari pa ay hindi gaanong hihila sa iyo
fil_ph	15167649302413417617.wav	386	reader_divergence	run 58: reader voiced the numeral in another language; the reading is recorded as a code-switch span in read_text and ipa re-derived from it	ang hangeul ang natatanging sadyang inimbentong alpabeto na popular na ginagamit sa araw-araw. ang alpabeto ay inimbento noong {en:fourteen forty four} sa panahon ng pamumuno ni haring sejong {en:fourteen eighteen} â€ {en:fourteen fifty}	hand	ang hangeul ang natatanging sadyang inimbentong alpabeto na popular na ginagamit sa araw-araw. ang alpabeto ay inimbento noong 1444 sa panahon ng pamumuno ni haring sejong 1418 â€ 1450
fil_ph	15403404824722974745.wav	329	reader_divergence	run 58: reader voiced the numeral in another language; the reading is recorded as a code-switch span in read_text and ipa re-derived from it	umanib siya sa kanila noong {en:nineteen forty five} at nanatili hanggang {en:nineteen fifty eight}	hand	umanib siya sa kanila noong 1945 at nanatili hanggang 1958
fil_ph	16293878999218487211.wav	329	reader_divergence	run 58: reader voiced the numeral in another language; the reading is recorded as a code-switch span in read_text and ipa re-derived from it	umanib siya sa kanila noong {en:nineteen forty five} at nanatili hanggang {en:nineteen fifty eight}	hand	umanib siya sa kanila noong 1945 at nanatili hanggang 1958
fil_ph	16914630272565391975.wav	386	reader_divergence	run 58: reader voiced the numeral in another language; the reading is recorded as a code-switch span in read_text and ipa re-derived from it	ang hangeul ang natatanging sadyang inimbentong alpabeto na popular na ginagamit sa araw-araw. ang alpabeto ay inimbento noong {en:fourteen forty four} sa panahon ng pamumuno ni haring sejong {en:fourteen eighteen} â€ {en:fourteen fifty}	hand	ang hangeul ang natatanging sadyang inimbentong alpabeto na popular na ginagamit sa araw-araw. ang alpabeto ay inimbento noong 1444 sa panahon ng pamumuno ni haring sejong 1418 â€ 1450
fil_ph	17922996766092169849.wav	780	reader_divergence	run 58: reader voiced the numeral in another language; the reading is recorded as a code-switch span in read_text and ipa re-derived from it	ang ilang mga medium-format na film na kamera ay gumagamit ng {en:six} by {en:six} cm na format mas eksakto ang {en:fifty six} by {en:fifty six} mm na negative	hand	ang ilang mga medium-format na film na kamera ay gumagamit ng 6 by 6 cm na format mas eksakto ang 56 by 56 mm na negative
fil_ph	2144671315376848577.wav	780	reader_divergence	run 58: reader voiced the numeral in another language; the reading is recorded as a code-switch span in read_text and ipa re-derived from it	ang ilang mga medium-format na film na kamera ay gumagamit ng {es:seis} by {es:seis} cm na format mas eksakto ang {es:cincuenta y seis} by {es:cincuenta y seis} mm na negative	hand	ang ilang mga medium-format na film na kamera ay gumagamit ng 6 by 6 cm na format mas eksakto ang 56 by 56 mm na negative
fil_ph	2746108329291479644.wav	767	reader_divergence	run 58: reader voiced the numeral in another language; the reading is recorded as a code-switch span in read_text and ipa re-derived from it	ang siyudad ng beijing sa tsina ang pagdarausang siyudad ng palarong olimpiko sa taglamig sa taong {en:twenty twenty two} na magiging unang siyudad na pagdarausan ng kapwa olimpiko sa tag-init at sa taglamig	hand	ang siyudad ng beijing sa tsina ang pagdarausang siyudad ng palarong olimpiko sa taglamig sa taong 2022 na magiging unang siyudad na pagdarausan ng kapwa olimpiko sa tag-init at sa taglamig
fil_ph	4161635054810917662.wav	329	reader_divergence	run 58: reader voiced the numeral in another language; the reading is recorded as a code-switch span in read_text and ipa re-derived from it	umanib siya sa kanila noong {en:nineteen forty five} at nanatili hanggang {en:nineteen fifty eight}	hand	umanib siya sa kanila noong 1945 at nanatili hanggang 1958
fil_ph	5199136466483029092.wav	375	reader_divergence	run 19/54: reader voiced the numeral in en/es, not the host language. Measured 62-85% and DECLINED as a per-language register (a third of rows get worse) — see tools/corpus/numeral_register.mts. Not a phonemizer defect.			ang taong may timbang na 200 pounds 90kg sa earth ay magkakaroon ng timbang na 36 pounds 16kg sa io. kaya naman ang grabidad mangyari pa ay hindi gaanong hihila sa iyo
fil_ph	7236182895802335623.wav	767	reader_divergence	run 19/54: reader voiced the numeral in en/es, not the host language. Measured 62-85% and DECLINED as a per-language register (a third of rows get worse) — see tools/corpus/numeral_register.mts. Not a phonemizer defect.			ang siyudad ng beijing sa tsina ang pagdarausang siyudad ng palarong olimpiko sa taglamig sa taong 2022 na magiging unang siyudad na pagdarausan ng kapwa olimpiko sa tag-init at sa taglamig
fil_ph	9871405937396316735.wav	955	reader_divergence	run 58: reader voiced the numeral in another language; the reading is recorded as a code-switch span in read_text and ipa re-derived from it	lumilipad sa {en:thirty nine} na destinasyon ang turkish arilines sa {en:thirty} bansa ng aprika simula noong {en:twenty fourteen}	hand	lumilipad sa 39 na destinasyon ang turkish arilines sa 30 bansa ng aprika simula noong 2014
fr_fr	10220612852522112848.wav	222	reader_divergence	crown court / birmingham: read in English (ours kʁawn biʁminŋam, heard kɹaɪn bœmɪŋhæm)			le procès s'est déroulé à la crown court de birmingham et s'est terminé le 3 août
fr_fr	11029008204718733541.wav	818	reader_divergence	running tours/copenhagen: we read French, reader said English (ours ʁyniŋ, heard ɹɛnɪŋ)			ayant ses racines dans le running tours barcelona de barcelone et le running copenhagen de copenhague elle a rapidement été rejointe par le running tours prague basé à prague et d'autres
fr_fr	1149613361912416683.wav	1201	reader_divergence	kanjar ×5: Indian names, reader said kandʒaʁ; we nasalise ⟨an⟩ by French rule (kɑ̃ʒaʁ)			les accusés s'appellent baba kanjar bhutha kanjar rampro kanjar gaza kanjar et vishnu kanjar
fr_fr	12936454248183137352.wav	205	reader_divergence	twin otter / airlines png: read in English (ours ɛʁlin, heard ɛʁlaɪns)			le twin otter avait essayé d'atterrir à kokoda hier sous le nom de vol airlines png cg4684 mais avait déjà échoué une fois
fr_fr	14383288374964655555.wav	954	reader_divergence	airlines such as emirates etihad airways: an English clause, read in English			les compagnies aériennes telles que airlines such as emirates etihad airways qatar airways et turkish airlines ont grandement développé leur offres en afrique et offrent des liaisons vers les villes africaines majeures à des tarifs compétitifs comparés aux autres compagnies aériennes européennes
